rowid,st_delivname,kepid,tm_designation,ra,dec,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,dens,dens_err1,dens_err2,prov_sec,nconfp,nkoi,ntce,st_quarters,st_vet_date,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,datalink_dvr
44,q1_q16_stellar,3234598,2MASS J19252222+3821472,291.34259,38.363129,15.07,4710,145,-126,PHO1,4.583,0.05,-0.037,KIC0,-0.16,0.36,-0.3,KIC0,0.699,0.067,-0.065,0.68,0.09,-0.05,2.82,0.67,-0.4332,DSEP,2,2,2,11111111111111100,2013-12-03,0.8791,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,248.652,220.895,200.737,186.574,173.571,157.11,150.804,140.785,130.985,124.123,118.832,114.448,113.357,108.277,13.367,0.023,12.807,0.024,12.674,0.03,003/003234/003234598/dv/kplr003234598-20130815195353_dvr.pdf
45,q1_q17_dr24_stellar,3234598,2MASS J19252222+3821472,291.34259,38.363129,15.07,4710,145,-126,PHO1,4.583,0.05,-0.037,KIC0,-0.16,0.36,-0.3,KIC0,0.699,0.067,-0.065,0.68,0.09,-0.05,2.82,0.67,-0.4332,DSEP,2,2,2,11111111111111100,2015-01-15,0.8753,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,265.747,233.785,219.61,202.587,191.589,173.512,165.674,154.905,142.993,133.614,127.283,122.232,120.669,114.799,13.367,0.023,12.807,0.024,12.674,0.03,003/003234/003234598/dv/kplr003234598-20141002224145_dvr.pdf
46,q1_q16_stellar,3234843,2MASS J19253826+3820240,291.409454,38.340019,15.855,5817,180,-188,KIC0,4.544,0.029,-0.298,KIC0,-0.14,0.26,-0.28,KIC0,0.87,0.367,-0.07,0.96,0.11,-0.11,2.063,0.3327,-1.33,DSEP,2,2,2,11111111111111,2013-12-03,0.8787,1205.833,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,507.795,449.169,407.668,375.559,349.618,313.154,299.081,275.987,253.014,235.237,220.34,208.877,205.219,188.626,14.543,0.03,14.172,0.039,14.056,0.067,003/003234/003234843/dv/kplr003234843-20130815195353_dvr.pdf
47,q1_q17_dr24_stellar,3234843,2MASS J19253826+3820240,291.409454,38.340019,15.855,5817,180,-188,KIC0,4.544,0.029,-0.298,KIC0,-0.14,0.26,-0.28,KIC0,0.87,0.367,-0.07,0.96,0.11,-0.11,2.063,0.3327,-1.33,DSEP,2,2,2,11111111111111,2015-01-15,0.8745,1238.431,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,505.987,446.419,416.291,383.684,362.309,324.467,308.153,284.736,261.201,244.709,230.546,218.27,214.981,199.167,14.543,0.03,14.172,0.039,14.056,0.067,003/003234/003234843/dv/kplr003234843-20141002224145_dvr.pdf
48,q1_q12_stellar,3234843,2MASS J19253826+3820240,291.409454,38.340019,15.855,5578,,,KIC,4.611,,,KIC,-0.131,,,KIC,0.828,,,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.543,0.03,14.172,0.039,14.056,0.067,003/003234/003234843/dv/kplr003234843-20121029204534_dvr.pdf
49,q1_q17_dr24_stellar,3239945,2MASS J19303802+3820434,292.658417,38.34539,14.023,4786,106,-88,SPE58,4.612,0.016,-0.048,SPE58,-0.02,0.16,-0.16,SPE58,0.71,0.049,-0.027,0.75,0.03,-0.04,2.963,0.2218,-0.4687,DSEP,2,4,4,11111111111111100,2015-01-15,0.8745,1459.789,7.1,7.1,7.1,7.1,16.15,7.1,7.102,7.107,7.102,7.107,7.148,7.101,7.656,8.352,156.531,138.717,130.084,120.246,113.975,103.155,98.489,91.676,84.134,78.671,74.732,71.424,70.404,66.235,12.446,0.022,11.974,0.023,11.832,0.022,003/003239/003239945/dv/kplr003239945-20141002224145_dvr.pdf
50,q1_q16_stellar,3239945,2MASS J19303802+3820434,292.658417,38.34539,14.023,4978,151,-130,PHO1,4.511,0.069,-0.778,KIC0,0.07,0.27,-0.27,KIC0,0.808,1.216,-0.074,0.77,0.13,-0.06,2.062,0.5609,-1.929,DSEP,2,4,2,11111111111111100,2013-12-03,0.8784,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,138.202,122.798,111.694,103.286,96.846,87.693,84.28,78.491,72.174,67.962,64.31,61.363,60.585,56.409,12.446,0.022,11.974,0.023,11.832,0.022,003/003239/003239945/dv/kplr003239945-20130815195353_dvr.pdf
51,q1_q12_stellar,3239945,2MASS J19303802+3820434,292.658417,38.34539,14.023,4911,75,-75,Pinsonneault,4.601,0.025,-0.025,Pinsonneault,-0.2,0,0,Pinsonneault,0.7,0.021,-0.021,,,,,,,,2,4,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.446,0.022,11.974,0.023,11.832,0.022,003/003239/003239945/dv/kplr003239945-20121029204534_dvr.pdf
52,q1_q16_stellar,3247268,2MASS J19374404+3821196,294.433502,38.35545,14.696,6177,165,-212,PHO1,4.42,0.063,-0.303,KIC0,-0.14,0.22,-0.3,KIC0,1.043,0.494,-0.107,1.04,0.21,-0.12,1.29,0.371,-0.8504,DSEP,1,2,2,11111011101110100,2013-12-03,0.6987,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,216.105,192.409,175.154,162.852,152.117,138.417,133.199,125.091,116.115,109.866,105.14,102.173,101.193,96.901,13.493,0.024,13.243,0.031,13.103,0.034,003/003247/003247268/dv/kplr003247268-20130815195353_dvr.pdf
53,q1_q12_stellar,3247268,2MASS J19374404+3821196,294.433502,38.35545,14.696,6165,130,-130,Pinsonneault,4.419,0.234,-0.234,Pinsonneault,-0.2,0,0,Pinsonneault,1.06,0.627,-0.627,,,,,,,,1,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.493,0.024,13.243,0.031,13.103,0.034,003/003247/003247268/dv/kplr003247268-20121029204534_dvr.pdf
54,q1_q17_dr24_stellar,3247268,2MASS J19374404+3821196,294.433502,38.35545,14.696,5822,110,-120,SPE67,4.351,0.104,-0.13,SPE67,-0.06,0.14,-0.14,SPE67,1.081,0.189,-0.121,0.96,0.07,-0.06,1.066,0.4545,-0.3922,DSEP,1,2,2,11111011101110100,2015-01-15,0.6988,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,236.717,209.784,196.821,182.244,173.693,157.732,151.358,141.628,132.184,124.085,118.86,115.355,114.381,109.079,13.493,0.024,13.243,0.031,13.103,0.034,003/003247/003247268/dv/kplr003247268-20141002224145_dvr.pdf
55,q1_q16_stellar,3323887,2MASS J19021775+3824032,285.573975,38.400902,13.803,5779,110,-128,SPE24,4.491,0.03,-0.16,SPE24,0.12,0.1,-0.14,SPE24,0.956,0.184,-0.05,1.03,0.06,-0.08,1.665,0.2135,-0.6991,DSEP,3,3,4,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,42.569,42.539,42.53,42.577,7.1,7.1,7.1,7.1,7.1,7.1,16.951,152.801,144.753,138.82,134.329,129.742,122.501,120.309,116.782,112.953,110.081,109.164,108.386,108.373,108.105,12.71,0.021,12.391,0.021,12.337,0.021,003/003323/003323887/dv/kplr003323887-20130815195353_dvr.pdf
56,q1_q17_dr24_stellar,3323887,2MASS J19021775+3824032,285.573975,38.400902,13.803,5779,110,-128,SPE24,4.491,0.03,-0.16,SPE24,0.12,0.1,-0.14,SPE24,0.956,0.184,-0.05,1.03,0.06,-0.08,1.665,0.2135,-0.6991,DSEP,3,3,2,11111111111111100,2015-01-15,0.875,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,160.522,147.719,143.518,136.201,132.754,125.144,122.042,117.536,113.687,110.846,109.612,108.468,108.564,108.261,12.71,0.021,12.391,0.021,12.337,0.021,003/003323/003323887/dv/kplr003323887-20141002224145_dvr.pdf
57,q1_q12_stellar,3323887,2MASS J19021775+3824032,285.573975,38.400902,13.803,5866,97,-97,Pinsonneault,4.539,0.165,-0.165,Pinsonneault,-0.2,0,0,Pinsonneault,0.889,0.25,-0.25,,,,,,,,3,3,7,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.71,0.021,12.391,0.021,12.337,0.021,003/003323/003323887/dv/kplr003323887-20121029204534_dvr.pdf
58,q1_q16_stellar,3342794,2MASS J19262571+3824374,291.607178,38.410389,13.776,5906,108,-125,SPE12,4.354,0.104,-0.134,SPE12,-0.16,0.16,-0.16,SPE12,1.073,0.184,-0.121,0.95,0.07,-0.07,1.082,0.4629,-0.4013,DSEP,2,2,2,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,107.879,95.349,86.477,80.036,74.665,66.646,63.571,58.94,53.827,49.982,47.017,44.625,43.951,40.855,12.697,0.023,12.384,0.021,12.32,0.025,003/003342/003342794/dv/kplr003342794-20130815195353_dvr.pdf
59,q1_q12_stellar,3342794,2MASS J19262571+3824374,291.607178,38.410389,13.776,6345,43,-43,Pinsonneault,4.369,0.078,-0.078,Pinsonneault,-0.2,0,0,Pinsonneault,1.156,0.246,-0.246,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.697,0.023,12.384,0.021,12.32,0.025,003/003342/003342794/dv/kplr003342794-20121029204534_dvr.pdf
60,q1_q17_dr24_stellar,3342794,2MASS J19262571+3824374,291.607178,38.410389,13.776,5845,108,-122,SPE59,4.2,0.134,-0.104,SPE59,-0.02,0.14,-0.14,SPE59,1.314,0.203,-0.206,1,0.09,-0.08,0.6194,0.3769,-0.1944,DSEP,2,2,2,11111111111111100,2015-01-15,0.8753,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,119.838,105.376,98.235,90.544,85.411,76.296,72.51,67.07,61.198,56.444,53.057,50.08,49.301,45.447,12.697,0.023,12.384,0.021,12.32,0.025,003/003342/003342794/dv/kplr003342794-20141002224145_dvr.pdf
61,q1_q12_stellar,3342970,2MASS J19263684+3829407,291.653534,38.494659,15.541,6157,141,-141,Pinsonneault,4.478,0.192,-0.192,Pinsonneault,-0.2,0,0,Pinsonneault,0.996,0.428,-0.428,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.387,0.028,14.104,0.036,14.065,0.069,003/003342/003342970/dv/kplr003342970-20121029204534_dvr.pdf
62,q1_q17_dr24_stellar,3342970,2MASS J19263684+3829407,291.653534,38.494659,15.541,6167,174,-203,PHO1,4.444,0.043,-0.314,KIC0,0.07,0.17,-0.33,KIC0,1.064,0.536,-0.097,1.15,0.24,-0.16,1.343,0.2875,-0.9028,DSEP,2,2,2,11111111111111100,2015-01-15,0.8754,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,395.088,346.673,324.673,298.024,281.367,253.792,242.009,223.567,204.5,189.704,178.413,168.978,166.801,152.908,14.387,0.028,14.104,0.036,14.065,0.069,003/003342/003342970/dv/kplr003342970-20141002224145_dvr.pdf
63,q1_q16_stellar,3342970,2MASS J19263684+3829407,291.653534,38.494659,15.541,6167,174,-203,PHO1,4.444,0.043,-0.314,KIC0,0.07,0.17,-0.33,KIC0,1.064,0.536,-0.097,1.15,0.24,-0.16,1.343,0.2875,-0.9028,DSEP,2,2,2,11111111111111100,2013-12-03,0.8793,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,374.929,330.118,297.337,274.563,256.62,230.455,220.551,203.292,185.302,170.555,159.664,150.917,148.71,136.835,14.387,0.028,14.104,0.036,14.065,0.069,003/003342/003342970/dv/kplr003342970-20130815195353_dvr.pdf
64,q1_q12_stellar,3348082,2MASS J19314146+3828382,292.92276,38.47728,15.035,6019,134,-134,Pinsonneault,4.427,0.233,-0.233,Pinsonneault,-0.2,0,0,Pinsonneault,1.022,0.515,-0.515,,,,,,,,2,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.773,0.024,13.458,0.025,13.456,0.039,003/003348/003348082/dv/kplr003348082-20121029204534_dvr.pdf
65,q1_q16_stellar,3348082,2MASS J19314146+3828382,292.92276,38.47728,15.035,6020,167,-194,PHO1,4.426,0.073,-0.272,KIC0,-0.18,0.25,-0.3,KIC0,1.008,0.39,-0.117,0.99,0.14,-0.12,1.359,0.4549,-0.8331,DSEP,2,3,3,11111111111111100,2013-12-03,0.8793,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,271.586,240.619,218.414,202.399,190.138,170.335,162.31,149.852,135.471,124.332,115.947,109.598,107.508,98.766,13.773,0.024,13.458,0.025,13.456,0.039,003/003348/003348082/dv/kplr003348082-20130815195353_dvr.pdf
66,q1_q17_dr24_stellar,3348082,2MASS J19314146+3828382,292.92276,38.47728,15.035,6020,167,-194,PHO1,4.426,0.073,-0.272,KIC0,-0.18,0.25,-0.3,KIC0,1.008,0.39,-0.117,0.99,0.14,-0.12,1.359,0.4549,-0.8331,DSEP,2,3,3,11111111111111100,2015-01-15,0.8754,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,288.303,254.16,238.707,220.643,208.897,188.277,179.582,165.451,150.047,137.588,127.823,119.255,117.215,108.096,13.773,0.024,13.458,0.025,13.456,0.039,003/003348/003348082/dv/kplr003348082-20141002224145_dvr.pdf
67,q1_q12_stellar,3447722,2MASS J19295513+3830537,292.479706,38.514919,15.319,6474,102,-102,Pinsonneault,4.405,0.1,-0.1,Pinsonneault,-0.2,0,0,Pinsonneault,1.137,0.217,-0.217,,,,,,,,3,4,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.277,0.03,14.027,0.034,13.957,0.057,003/003447/003447722/dv/kplr003447722-20121029204534_dvr.pdf
68,q1_q16_stellar,3447722,2MASS J19295513+3830537,292.479706,38.514919,15.319,6535,211,-351,PHO1,4.348,0.075,-0.314,KIC0,0.21,0.15,-0.45,KIC0,1.283,0.687,-0.209,1.34,0.22,-0.29,0.8932,0.3598,-0.6097,DSEP,3,4,3,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,337.6,299.428,271.928,252.056,235.744,212.877,203.617,188.292,169.738,156.308,147.47,139.891,137.729,126.865,14.277,0.03,14.027,0.034,13.957,0.057,003/003447/003447722/dv/kplr003447722-20130815195353_dvr.pdf
69,q1_q17_dr24_stellar,3447722,2MASS J19295513+3830537,292.479706,38.514919,15.319,6157,108,-127,SPE58,4.224,0.143,-0.147,SPE58,-0.08,0.14,-0.14,SPE58,1.33,0.319,-0.22,1.08,0.12,-0.07,0.6469,0.427,-0.2744,DSEP,3,4,3,11111111111111100,2015-01-15,0.8753,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,348.222,306.203,285.019,261.06,245.068,221.102,211.087,195.097,177.867,164.23,153.569,145.339,144.311,134.056,14.277,0.03,14.027,0.034,13.957,0.057,003/003447/003447722/dv/kplr003447722-20141002224145_dvr.pdf
70,q1_q12_stellar,3541946,2MASS J19224155+3841276,290.673126,38.69101,13.597,5725,73,-73,Pinsonneault,4.56,0.181,-0.181,Pinsonneault,-0.2,0,0,Pinsonneault,0.85,0.271,-0.271,,,,,,,,2,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.421,0.021,12.067,0.021,12.027,0.02,003/003541/003541946/dv/kplr003541946-20121029204534_dvr.pdf
71,q1_q16_stellar,3541946,2MASS J19224155+3841276,290.673126,38.69101,13.597,5733,152,-145,PHO1,4.551,0.029,-0.276,KIC0,-0.12,0.24,-0.28,KIC0,0.855,0.329,-0.068,0.95,0.09,-0.11,2.136,0.3404,-1.316,DSEP,2,3,3,11111111111111100,2013-12-03,0.8793,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,113.907,105.012,98.932,94.538,91.106,86.321,84.864,83.221,81.385,80.528,80.86,81.23,81.48,83.168,12.421,0.021,12.067,0.021,12.027,0.02,003/003541/003541946/dv/kplr003541946-20130815195353_dvr.pdf
72,q1_q17_dr24_stellar,3541946,2MASS J19224155+3841276,290.673126,38.69101,13.597,5569,103,-101,SPE59,4.474,0.05,-0.154,SPE59,0.07,0.14,-0.14,SPE59,0.927,0.177,-0.058,0.94,0.06,-0.06,1.652,0.3205,-0.6771,DSEP,2,3,3,11111111111111100,2015-01-15,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,136.038,126.794,125.029,120.719,119.222,113.549,110.479,108.205,106.096,105.399,105.537,106.823,108.199,115.66,12.421,0.021,12.067,0.021,12.027,0.02,003/003541/003541946/dv/kplr003541946-20141002224145_dvr.pdf
73,q1_q16_stellar,3544595,2MASS J19254039+3840204,291.418304,38.672359,9.931,5669,75,-75,SPE8,4.466,0.01,-0.01,AST8,-0.18,0.101,-0.101,SPE8,0.921,0.02,-0.02,0.91,0.06,-0.06,1.64,0.01021,-0.01021,MULT8,2,1,1,11111111111111100,2013-12-03,0.8791,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,18.65,17.018,15.814,14.989,14.316,13.308,12.928,12.373,11.686,11.237,10.868,10.611,10.531,10.221,8.771,0.019,8.446,0.017,8.37,0.019,003/003544/003544595/dv/kplr003544595-20130815195353_dvr.pdf
74,q1_q17_dr24_stellar,3544595,2MASS J19254039+3840204,291.418304,38.672359,9.931,5669,75,-75,SPE8,4.466,0.01,-0.01,AST8,-0.18,0.101,-0.101,SPE8,0.921,0.02,-0.02,0.91,0.06,-0.06,1.64,0.01021,-0.01021,MULT8,2,1,1,11111111111111100,2015-01-15,0.875,1459.789,7.1,7.1,7.1,8.508,8.419,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,21.896,19.801,19.089,17.982,17.367,16.121,15.666,15.038,14.245,13.666,13.28,12.942,12.881,12.559,8.771,0.019,8.446,0.017,8.37,0.019,003/003544/003544595/dv/kplr003544595-20141002224145_dvr.pdf
75,q1_q12_stellar,3544595,2MASS J19254039+3840204,291.418304,38.672359,9.931,5648,53,-53,Pinsonneault,4.436,0.273,-0.273,Pinsonneault,-0.2,0,0,Pinsonneault,0.945,0.49,-0.49,,,,,,,,2,1,1,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.771,0.019,8.446,0.017,8.37,0.019,003/003544/003544595/dv/kplr003544595-20121029204534_dvr.pdf
76,q1_q17_dr24_stellar,3548044,2MASS J19291835+3839273,292.326447,38.657581,13.865,5670,117,-93,SPE58,4.387,0.124,-0.133,SPE58,-0.36,0.16,-0.16,SPE58,0.95,0.187,-0.118,0.8,0.07,-0.03,1.319,0.682,-0.5078,DSEP,2,3,2,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,124.887,109.365,101.729,93.602,88.62,79.805,76.245,70.376,64.134,59.26,55.464,52.481,51.708,47.638,12.701,0.022,12.356,0.023,12.344,0.025,003/003548/003548044/dv/kplr003548044-20141002224145_dvr.pdf
77,q1_q12_stellar,3548044,2MASS J19291835+3839273,292.326447,38.657581,13.865,6036,84,-84,Pinsonneault,4.506,0.194,-0.194,Pinsonneault,-0.2,0,0,Pinsonneault,0.947,0.35,-0.35,,,,,,,,2,3,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.701,0.022,12.356,0.023,12.344,0.025,003/003548/003548044/dv/kplr003548044-20121029204534_dvr.pdf
78,q1_q16_stellar,3548044,2MASS J19291835+3839273,292.326447,38.657581,13.865,6038,144,-179,PHO1,4.508,0.041,-0.285,KIC0,-0.22,0.26,-0.3,KIC0,0.922,0.357,-0.082,1,0.11,-0.13,1.795,0.3635,-1.122,DSEP,2,3,3,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,111.407,98.27,88.619,81.709,76.43,68.931,65.866,61.155,55.583,51.394,48.181,45.317,44.518,40.708,12.701,0.022,12.356,0.023,12.344,0.025,003/003548/003548044/dv/kplr003548044-20130815195353_dvr.pdf
79,q1_q17_dr24_stellar,3554031,2MASS J19351306+3838208,293.804413,38.63913,15.842,4523,170,-156,KIC0,4.651,0.038,-0.055,KIC0,-0.18,0.32,-0.32,KIC0,0.643,0.069,-0.055,0.67,0.06,-0.07,3.578,0.6709,-0.7226,DSEP,2,3,3,11011101110111,2015-01-15,0.6666,1238.431,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,625.105,559.39,530.311,495.582,474.003,433.516,415.594,387.526,358.733,341.127,324.281,308.535,305.395,300.649,14.091,0.035,13.434,0.031,13.378,0.04,003/003554/003554031/dv/kplr003554031-20141002224145_dvr.pdf
80,q1_q16_stellar,3554031,2MASS J19351306+3838208,293.804413,38.63913,15.842,4523,170,-156,KIC0,4.651,0.038,-0.055,KIC0,-0.18,0.32,-0.32,KIC0,0.643,0.069,-0.055,0.67,0.06,-0.07,3.578,0.6709,-0.7226,DSEP,2,3,3,11011101110111,2013-12-03,0.6651,1205.833,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,614.352,558.339,517.495,485.723,459.714,421.139,404.131,381.746,350.458,335.752,326.385,319.309,316.748,301.442,14.091,0.035,13.434,0.031,13.378,0.04,003/003554/003554031/dv/kplr003554031-20130815195353_dvr.pdf
81,q1_q12_stellar,3554031,2MASS J19351306+3838208,293.804413,38.63913,15.842,4350,,,KIC,4.677,,,KIC,-0.176,,,KIC,0.609,,,,,,,,,,2,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.091,0.035,13.434,0.031,13.378,0.04,003/003554/003554031/dv/kplr003554031-20121029204534_dvr.pdf
82,q1_q12_stellar,3632418,2MASS J19092683+3842505,287.361816,38.714016,8.224,5780,,,Solar,4.438,,,Solar,0,,,Solar,1,,,,,,,,,,1,1,1,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.229,0.032,7.031,0.022,6.945,0.018,003/003632/003632418/dv/kplr003632418-20121029204534_dvr.pdf
83,q1_q17_dr24_stellar,3632418,2MASS J19092683+3842505,287.361816,38.714016,8.224,6131,44,-44,SPE8,4.026,0.006,-0.006,AST8,-0.15,0.06,-0.06,SPE8,1.86,0.02,-0.02,1.34,0.01,-0.01,0.2886,0.0087,-0.0087,MULT8,1,1,2,11111111111111100,2015-01-15,0.8748,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,31.012,28.807,28.193,26.998,26.48,25.381,24.963,24.544,24.298,24.371,24.731,25.11,25.298,26.71,7.229,0.032,7.031,0.022,6.945,0.018,003/003632/003632418/dv/kplr003632418-20141002224145_dvr.pdf
84,q1_q16_stellar,3632418,2MASS J19092683+3842505,287.361816,38.714016,8.224,6131,44,-44,SPE8,4.026,0.006,-0.006,AST8,-0.15,0.06,-0.06,SPE8,1.86,0.02,-0.02,1.34,0.01,-0.01,0.2886,0.0087,-0.0087,MULT8,1,1,1,11111111111111100,2013-12-03,0.8788,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,26.997,25.008,23.631,22.769,21.975,21.021,20.75,20.361,19.997,19.96,20.096,20.259,20.308,20.487,7.229,0.032,7.031,0.022,6.945,0.018,003/003632/003632418/dv/kplr003632418-20130815195353_dvr.pdf
85,q1_q17_dr24_stellar,3640905,2MASS J19202572+3842080,290.107178,38.702229,11.584,4991,75,-75,SPE8,3.615,0.007,-0.007,AST8,0.28,0.101,-0.101,SPE8,2.935,0.066,-0.066,1.3,0.08,-0.08,0.0724,0.000941,-0.000941,MULT8,2,2,2,11111111111111100,2015-01-15,0.8755,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,88.196,81.411,77.977,73.272,70.169,64.04,61.471,57.527,53.172,49.491,46.923,44.989,44.417,41.526,10.047,0.021,9.581,0.018,9.465,0.018,003/003640/003640905/dv/kplr003640905-20141002224145_dvr.pdf
86,q1_q12_stellar,3640905,2MASS J19202572+3842080,290.107178,38.702229,11.584,5047,83,-83,Pinsonneault,3.393,0.174,-0.174,Pinsonneault,-0.2,0,0,Pinsonneault,3.974,0.835,-0.835,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.047,0.021,9.581,0.018,9.465,0.018,003/003640/003640905/dv/kplr003640905-20121029204534_dvr.pdf
87,q1_q16_stellar,3640905,2MASS J19202572+3842080,290.107178,38.702229,11.584,4991,75,-75,SPE8,3.615,0.007,-0.007,AST8,0.28,0.101,-0.101,SPE8,2.935,0.066,-0.066,1.3,0.08,-0.08,0.0724,0.000941,-0.000941,MULT8,2,2,2,11111111111111100,2013-12-03,0.8793,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,75.929,69.348,64.333,60.605,57.309,52.147,50.242,47.102,43.472,40.827,38.68,37.013,36.548,34.072,10.047,0.021,9.581,0.018,9.465,0.018,003/003640/003640905/dv/kplr003640905-20130815195353_dvr.pdf
88,q1_q17_dr24_stellar,3642289,2MASS J19215883+3847437,290.495117,38.795479,12.73,6204,93,-144,SPE59,4.269,0.085,-0.166,SPE59,0.26,0.12,-0.12,SPE59,1.36,0.332,-0.181,1.26,0.1,-0.14,0.7035,0.2775,-0.3172,DSEP,2,2,2,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,66.316,58.767,55.474,51.505,49.061,44.738,42.863,40.312,37.548,35.228,33.567,32.296,31.997,30.237,11.722,0.021,11.508,0.018,11.456,0.022,003/003642/003642289/dv/kplr003642289-20141002224145_dvr.pdf
